code,name_vi,category,Năng lượng,Chất đạm,Chất đạm_unit,Chất béo (Fat),Chất béo (Fat)_unit,Chất bột đường,Chất bột đường_unit,Retinol,Retinol_unit,Vitamin A (RAE),Vitamin A (RAE)_unit,Beta-carotene,Beta-carotene_unit,Vitamin C,Vitamin C_unit,Canxi,Canxi_unit,Sắt,Sắt_unit,Natri,Natri_unit,Kali,Kali_unit,Kẽm,Kẽm_unit,Nước,Nước_unit,Tryptophan,Tryptophan_unit,Threonine,Threonine_unit,Isoleucine,Isoleucine_unit,Leucine,Leucine_unit,Lysine,Lysine_unit,Methionine,Methionine_unit,Cystine,Cystine_unit,Phenylalanine,Phenylalanine_unit,Tyrosine,Tyrosine_unit,Valine,Valine_unit,Arginine,Arginine_unit,Histidine,Histidine_unit,Alanine,Alanine_unit,Axit Aspartic,Axit Aspartic_unit,Axit Glutamic,Axit Glutamic_unit,Glycine,Glycine_unit,Proline,Proline_unit,Serine,Serine_unit,Axit béo bão hòa tổng số,Axit béo bão hòa tổng số_unit,C16:0,C16:0_unit,C18:0,C18:0_unit,Axit béo không bão hòa đơn tổng số,Axit béo không bão hòa đơn tổng số_unit,C18:1 c,C18:1 c_unit,Axit béo không bão hòa đa tổng số,Axit béo không bão hòa đa tổng số_unit,"C 18:2, cis, n-6 (Linoleic Acid)","C 18:2, cis, n-6 (Linoleic Acid)_unit","C 18:3, cis, n-3 (Alpha-Linolenic Acid)","C 18:3, cis, n-3 (Alpha-Linolenic Acid)_unit","Sugars, total","Sugars, total_unit",Tro,Tro_unit,Magie,Magie_unit,Photpho,Photpho_unit,Đồng,Đồng_unit,Mangan,Mangan_unit,Selen,Selen_unit,Vitamin D (D2 + D3),Vitamin D (D2 + D3)_unit,Vitamin E,Vitamin E_unit,Vitamin B1 (Thiamin),Vitamin B1 (Thiamin)_unit,Vitamin B2 (Riboflavin),Vitamin B2 (Riboflavin)_unit,Vitamin B3 (Niacin),Vitamin B3 (Niacin)_unit,Vitamin B5 (axit pantothenic),Vitamin B5 (axit pantothenic)_unit,Vitamin B6,Vitamin B6_unit,Vitamin B9 (Folate),Vitamin B9 (Folate)_unit,"Folate, food","Folate, food_unit",Vitamin K1 (Phylloquinone),Vitamin K1 (Phylloquinone)_unit,C16:1 c,C16:1 c_unit,C20:4 n-6,C20:4 n-6_unit,Lycopene,Lycopene_unit,Lutein + zeaxanthin,Lutein + zeaxanthin_unit,Chất xơ,Chất xơ_unit,Cholesterol,Cholesterol_unit,C18:1 undifferentiated,C18:1 undifferentiated_unit,Vitamin B12,Vitamin B12_unit,C4:0,C4:0_unit,C6:0,C6:0_unit,C8:0,C8:0_unit,C10:0,C10:0_unit,C12:0,C12:0_unit,C14:0,C14:0_unit,C16:1 undifferentiated,C16:1 undifferentiated_unit,C18:2 undifferentiated,C18:2 undifferentiated_unit,C18:3 undifferentiated,C18:3 undifferentiated_unit,F,F_unit,Vitamin D3 (Cholecalciferol),Vitamin D3 (Cholecalciferol)_unit,"Tocopherol, alpha","Tocopherol, alpha_unit","Folate, DFE","Folate, DFE_unit","Choline, total","Choline, total_unit",C20:0,C20:0_unit,C22:0,C22:0_unit,"Fatty acids, total trans","Fatty acids, total trans_unit"
1014,Bánh quẩy,Ngũ cốc và sản phẩm chế biến,200.0,3.7,g,6.8,g,30.8,g,,,,,,,,,,,,,,,,,,,57.6,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Bỏng ngô,Ngũ cốc và sản phẩm chế biến,386.0,8.6,g,1.6,g,84.2,g,,,,,,,,,3.0,mg,0.6,mg,346.0,mg,609.0,mg,,,3.0,g,61.0,mg,310.0,mg,316.0,mg,1081.0,mg,230.0,mg,166.0,mg,134.0,mg,421.0,mg,330.0,mg,418.0,mg,362.0,mg,235.0,mg,650.0,mg,541.0,mg,1634.0,mg,319.0,mg,771.0,mg,429.0,mg,,,,,,,,,,,,,,,,,,,2.6,g,334.0,mg,47.0,mg,,,,,,,,,,,0.02,mg,0.03,mg,0.6,mg,,,,,,,,,,,,,,,,,,,3.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,"Bột gạo, gạo nếp thường",Ngũ cốc và sản phẩm chế biến,365.0,8.2,g,1.6,g,79.4,g,,,,,,,,,12.0,mg,0.8,mg,3.12,mg,293.07,mg,2.29,mg,10.0,g,77.12,mg,238.19,mg,287.0,mg,549.6,mg,240.14,mg,156.19,mg,136.67,mg,355.33,mg,222.57,mg,406.1,mg,554.48,mg,156.19,mg,385.6,mg,624.76,mg,1296.38,mg,302.62,mg,313.36,mg,349.48,mg,0.11,g,0.09,g,0.01,g,0.2,g,0.19,g,0.19,g,0.18,g,0.01,g,,,0.8,g,17.67,mg,148.0,mg,0.29,mg,1.14,mg,15.69,mcg,,,,,0.1,mg,0.02,mg,1.7,mg,0.3,mg,0.11,mg,7.27,mcg,7.27,mcg,,,0.0,g,,,,,,,0.6,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,"Bột gạo, gạo tẻ",Ngũ cốc và sản phẩm chế biến,360.0,6.6,g,0.4,g,82.6,g,,,,,,,,,24.0,mg,1.9,mg,,,76.0,mg,0.8,mg,10.0,g,72.0,mg,210.0,mg,244.0,mg,488.0,mg,207.0,mg,144.0,mg,107.0,mg,317.0,mg,314.0,mg,348.0,mg,516.0,mg,149.0,mg,332.0,mg,549.0,mg,1097.0,mg,267.0,mg,278.0,mg,310.0,mg,0.11,g,0.1,g,0.01,g,0.12,g,0.12,g,0.11,g,0.09,g,0.02,g,,,0.4,g,35.0,mg,135.0,mg,0.13,mg,1.2,mg,15.1,mcg,,,0.11,mg,0.08,mg,0.05,mg,2.1,mg,0.82,mg,0.44,mg,4.0,mcg,4.0,mcg,,,0.0,g,,,,,,,0.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,"Bột mì, trắng ",Ngũ cốc và sản phẩm chế biến,347.0,11.0,g,1.1,g,73.2,g,,,,,,,,,29.0,mg,2.0,mg,4.0,mg,186.0,mg,2.5,mg,14.0,g,110.0,mg,380.0,mg,380.0,mg,780.0,mg,340.0,mg,140.0,mg,265.0,mg,630.0,mg,142.0,mg,520.0,mg,320.0,mg,170.0,mg,278.0,mg,329.0,mg,3480.0,mg,341.0,mg,1254.0,mg,449.0,mg,0.14,g,0.12,g,0.01,g,0.1,g,0.1,g,0.34,g,0.32,g,0.02,g,,,0.7,g,173.0,mg,132.0,mg,0.02,mg,2.0,mg,28.0,mcg,,,0.82,mg,0.18,mg,0.13,mg,1.0,mg,1.01,mg,0.34,mg,44.0,mcg,44.0,mcg,1.9,mcg,0.01,g,0.0,g,,,,,0.3,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,"Bột ngô, ngô vàng",Ngũ cốc và sản phẩm chế biến,367.0,8.3,g,4.0,g,74.5,g,,,10.71,mcg,97.0,mcg,,,15.0,mg,2.1,mg,5.0,mg,315.0,mg,1.73,mg,12.0,g,49.0,mg,261.0,mg,248.0,mg,850.0,mg,195.0,mg,145.0,mg,125.0,mg,340.0,mg,282.0,mg,351.0,mg,345.0,mg,211.0,mg,518.0,mg,482.0,mg,1300.0,mg,284.0,mg,605.0,mg,329.0,mg,0.54,g,0.46,g,0.06,g,1.02,g,1.02,g,1.76,g,1.71,g,0.05,g,,,1.2,g,93.0,mg,170.0,mg,0.23,mg,0.46,mg,15.4,mcg,,,0.42,mg,0.17,mg,0.08,mg,1.9,mg,0.66,mg,0.37,mg,25.0,mcg,25.0,mcg,0.3,mcg,0.0,g,,,,,1355.0,mcg,1.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,"Bún, tươi",Ngũ cốc và sản phẩm chế biến,116.0,1.7,g,0.9,g,25.3,g,,,,,,,,,12.0,mg,0.2,mg,,,,,,,72.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,g,,,32.0,mg,,,,,,,,,,,0.04,mg,0.01,mg,0.08,mg,,,,,,,,,,,,,,,,,,,0.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,"Cốm, tươi",Ngũ cốc và sản phẩm chế biến,307.0,4.4,g,1.7,g,68.3,g,,,,,,,,,24.0,mg,1.0,mg,,,,,,,24.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,g,,,143.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,"Mỳ sợi, khô",Ngũ cốc và sản phẩm chế biến,350.0,11.0,g,0.9,g,74.5,g,,,,,,,,,34.0,mg,1.5,mg,,,,,,,13.0,g,150.0,mg,490.0,mg,667.0,mg,1036.0,mg,432.0,mg,320.0,mg,,,702.0,mg,,,808.0,mg,679.0,mg,300.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,g,,,97.0,mg,,,,,,,,,,,0.1,mg,0.04,mg,1.1,mg,,,,,13.0,mcg,13.0,mcg,,,,,,,,,,,0.3,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,"Ngô, cả bắp, nếp, luộc",Ngũ cốc và sản phẩm chế biến,172.0,3.9,g,2.2,g,34.1,g,,,,,,,,,18.0,mg,0.8,mg,,,,,,,59.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,g,,,146.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024002,Xôi nếp cẩm,Ngũ cốc và sản phẩm chế biến,235.0,5.59,g,1.71,g,49.21,g,,,,mcg,23.68,mcg,,,13.82,mg,2.3,mg,1.32,mg,53.95,mg,,mg,42.57,g,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,g,,g,,g,,g,,g,,g,,g,,g,,g,0.92,g,,mg,141.45,mg,,mg,,mg,,mcg,,mcg,,mg,0.15,mg,0.04,mg,0.79,mg,,mg,,mg,,mcg,,mcg,,mcg,,g,,g,,mcg,,,3.22,g,,mg,,g,,mcg,,g,,g,,g,,g,,g,,g,,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,g,,g,,g
1027014,"Ngô tươi, nếp, nướng",Ngũ cốc và sản phẩm chế biến,274.0,5.62,g,3.15,g,55.89,g,,,27.4,mcg,328.77,mcg,16.44,mg,27.4,mg,2.05,mg,4.11,mg,419.18,mg,1.92,mg,34.25,g,0.03,mg,0.19,mg,0.19,mg,0.64,mg,0.14,mg,0.1,mg,0.08,mg,0.26,mg,0.19,mg,0.25,mg,0.21,mg,0.14,mg,0.38,mg,0.33,mg,1.04,mg,0.19,mg,0.45,mg,0.26,mg,0.38,g,0.33,g,0.05,g,0.71,g,,g,1.22,g,1.18,g,0.04,g,2.33,g,1.1,g,53.42,mg,256.16,mg,0.33,mg,0.48,mg,5.48,mcg,,mcg,1.1,mg,0.15,mg,0.09,mg,2.34,mg,0.55,mg,0.16,mg,22.6,mcg,,mcg,,,,g,,,,mcg,,,1.64,g,,,0.71,g,,,,g,,g,,g,,g,,g,,g,,,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,,,,,g
1032,"Bánh mì, vuông, ngọt",Ngũ cốc và sản phẩm chế biến,384.0,7.89,g,15.79,g,52.63,g,,,,,,,,,,,2.84,mg,276.0,mg,,,,,,,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,7.89,g,,,,,,,,,,,,,,,18.42,g,,,,,,,,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,g,39.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Bánh bao chay,Ngũ cốc và sản phẩm chế biến,221.0,6.1,g,0.5,g,48.0,g,,,,,,,,,19.0,mg,1.5,mg,,,,,,,44.0,g,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,,,,,,,,,,,,,,,,,,1.4,g,,,88.0,mg,,mg,,,,,,,,,0.1,mg,0.04,mg,1.0,mg,,,,,,,,,,,,,,,,,,,0.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,"Bánh đa (đỏ, trắng)",Ngũ cốc và sản phẩm chế biến,347.0,5.28,g,,,81.41,g,,,,,,,,,37.29,mg,0.62,mg,,,,,,,13.0,g,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,,,,,,,,,,,,,,,,,,0.31,g,,,99.43,mg,,mg,,,,,,,,,0.12,mg,0.03,mg,0.25,mg,,,,,,,,,,,,,,,,,,,1.55,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041002,"Bánh đa (đỏ, trắng), luộc",Ngũ cốc và sản phẩm chế biến,97.0,1.48,g,,,22.8,g,,,,,,,,,10.44,mg,0.17,mg,,mg,,mg,,mg,75.63,g,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,g,,g,,g,,g,,g,,g,,g,,g,,g,0.09,g,,mg,27.85,mg,,mg,,mg,,mcg,,mcg,,mg,0.02,mg,0.01,mg,0.04,mg,,mg,,mg,,mcg,,mcg,,mcg,,g,,g,,,,,0.44,g,,mg,,g,,mcg,,g,,g,,g,,g,,g,,g,,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,g,,g,,g
1043,"Mỳ  ăn liền, lúa mì ",Ngũ cốc và sản phẩm chế biến,364.0,6.7,g,5.9,g,70.9,g,,,,,,,,,16.0,mg,1.0,mg,2593.0,mg,83.0,mg,,,7.4,g,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,,,,,,,,,,,,,,,,,,9.1,g,,,,,,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043002,"Mỳ ăn liền, lúa mì, luộc",Ngũ cốc và sản phẩm chế biến,102.0,1.88,g,1.65,g,19.86,g,,,,mcg,,mcg,,mg,4.48,mg,0.28,mg,726.33,mg,23.25,mg,,mg,74.06,g,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,g,,g,,g,,g,,g,,g,,g,,g,,g,2.55,g,,mg,,mg,,mg,,mg,,mcg,,mcg,,mg,,mg,,mg,,mg,,mg,,mg,,mcg,,mcg,,,,g,,g,,mcg,,mcg,0.56,g,,mg,,g,,mcg,,g,,g,,g,,g,,g,,g,,g,,g,,g,,mcg,,mcg,,mg,,mcg,,mg,,g,,g,,g
1045,Sợi mỳ Quảng,Ngũ cốc và sản phẩm chế biến,1.0,5.32,g,0.27,g,82.23,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046002,"Nui, luộc",Ngũ cốc và sản phẩm chế biến,371.0,13.0,g,1.51,g,74.7,g,,,,,,,,,21.0,mg,1.3,mg,6.0,mg,223.0,mg,1.41,mg,9.9,g,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,,,,,,,,,,,,,,,,,,,,,,,,,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,Chuối nước đường,Đồ hộp,63.0,0.5,g,,,15.2,g,,,,,,,9.0,mg,12.0,mg,0.6,mg,,,,,,,83.9,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,g,,,160.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002,Dưa chuột hộp,Đồ hộp,19.0,0.3,g,0.14,g,4.16,g,,,6.5,mcg,55.0,mcg,2.0,mg,12.0,mg,0.3,mg,154.38,mg,2.94,mg,0.0,mg,95.0,g,3.0,mg,9.0,mg,10.0,mg,14.0,mg,14.0,mg,3.0,mg,2.0,mg,9.0,mg,6.0,mg,11.0,mg,21.0,mg,5.0,mg,11.0,mg,20.0,mg,95.0,mg,12.0,mg,8.0,mg,10.0,mg,0.05,g,0.04,g,0.01,g,0.0,g,0.0,g,0.08,g,0.04,g,0.05,g,1.06,g,0.4,g,0.51,mg,16.0,mg,0.01,mg,0.0,mg,,,,,0.06,mg,0.02,mg,0.03,mg,0.1,mg,0.04,mg,0.01,mg,1.0,mcg,1.0,mcg,13.0,mcg,,,,,,,29.0,mcg,0.7,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11003,Dứa hộp,Đồ hộp,57.0,0.3,g,0.06,g,13.84,g,,,1.92,mcg,23.0,mcg,14.0,mg,20.0,mg,0.3,mg,1.0,mg,105.0,mg,0.12,mg,85.6,g,5.0,mg,9.0,mg,9.0,mg,14.0,mg,16.0,mg,9.0,mg,1.0,mg,9.0,mg,9.0,mg,12.0,mg,12.0,mg,8.0,mg,18.0,mg,82.0,mg,41.0,mg,14.0,mg,9.0,mg,19.0,mg,0.01,g,0.01,g,0.0,g,0.01,g,0.01,g,0.04,g,0.02,g,0.02,g,12.65,g,0.2,g,16.0,mg,12.0,mg,0.1,mg,1.1,mg,0.4,mcg,,,0.01,mg,0.06,mg,0.01,mg,0.2,mg,0.1,mg,0.07,mg,5.0,mcg,5.0,mcg,0.3,mcg,0.0,g,,,,,,,0.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004,Lạc chao dầu,Đồ hộp,680.0,25.7,g,59.5,g,10.3,g,,,,,,,,,,,,,,,,,,,1.8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11005,Mắc coọc nước đường,Đồ hộp,58.0,0.2,g,,,14.4,g,,,,,,,14.0,mg,20.0,mg,0.4,mg,,,,,,,85.1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,g,,,16.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11006,Mận nước đường,Đồ hộp,62.0,0.3,g,0.1,g,14.9,g,,,11.54,mcg,127.0,mcg,0.4,mg,16.0,mg,0.86,mg,20.0,mg,93.0,mg,0.08,mg,84.5,g,,,8.0,mg,7.0,mg,10.0,mg,8.0,mg,3.0,mg,2.0,mg,8.0,mg,3.0,mg,9.0,mg,6.0,mg,6.0,mg,14.0,mg,116.0,mg,17.0,mg,6.0,mg,16.0,mg,9.0,mg,0.01,g,0.01,g,0.0,g,0.07,g,0.07,g,0.02,g,0.02,g,,,15.35,g,0.2,g,5.0,mg,15.0,mg,0.04,mg,0.03,mg,,,,,0.18,mg,0.02,mg,0.04,mg,0.3,mg,0.07,mg,0.03,mg,3.0,mcg,3.0,mcg,4.3,mcg,0.0,g,,,,,49.0,mcg,1.8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11007,Mứt bí ngô,Đồ hộp,201.0,0.5,g,,,49.8,g,,,,,,,,,32.0,mg,,,,,,,,,49.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,g,,,92.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11008,Mứt cam có vỏ,Đồ hộp,227.0,0.4,g,,,56.4,g,,,4.17,mcg,50.0,mcg,,,28.0,mg,0.26,mg,,,,,,,42.8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,g,,,22.0,mg,,,,,,,,,,,0.03,mg,0.01,mg,0.03,mg,,,,,,,,,,,,,,,,,,,2.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11009,Mứt chuối,Đồ hộp,224.0,0.7,g,,,55.2,g,,,,,,,,,28.0,mg,0.3,mg,,,,,,,43.8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,g,,,28.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010,Mứt dứa,Đồ hộp,210.0,0.5,g,,,51.9,g,,,1.67,mcg,20.0,mcg,13.0,mg,20.0,mg,0.3,mg,,,,,,,47.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,g,,,16.0,mg,,,,,,,,,,,0.09,mg,0.05,mg,0.3,mg,,,,,,,,,,,,,,,,,,,0.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11011,Mứt đu đủ,Đồ hộp,186.0,0.4,g,,,46.1,g,,,,,,,,,24.0,mg,,,,,,,,,53.2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,g,,,30.0,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11012,Nhãn nước đường,Đồ hộp,66.0,0.5,g,,,16.0,g,,,,,,,32.0,mg,12.0,mg,0.3,mg,,,,,,,83.3,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,g,,,230.0,mg,,,,,,,,,,,,,0.04,mg,0.1,mg,,,,,,,,,,,,,,,,,,,1.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11013,Nước dứa hộp,Đồ hộp,41.0,0.3,g,0.06,g,9.74,g,,,0.25,mcg,3.0,mcg,41.0,mg,32.0,mg,0.3,mg,2.0,mg,130.0,mg,0.11,mg,89.6,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,g,0.01,g,0.0,g,0.01,g,0.01,g,0.04,g,0.02,g,0.02,g,9.98,g,0.3,g,12.0,mg,12.0,mg,0.07,mg,0.5,mg,0.1,mcg,,,0.02,mg,0.04,mg,0.01,mg,0.2,mg,0.06,mg,0.1,mg,18.0,mcg,18.0,mcg,0.3,mcg,0.0,g,,,,,,,0.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11014,Vải nước đường,Đồ hộp,65.0,0.4,g,,,15.8,g,,,,,,,10.0,mg,8.0,mg,0.6,mg,,,,,,,83.6,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,g,,,160.0,mg,,,,,,,,,,,,,0.04,mg,0.1,mg,,,,,,,,,,,,,,,,,,,1.1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11015,Cá thu hộp,Đồ hộp,207.0,24.8,g,12.0,g,,,,,,,,,,,50.0,mg,1.6,mg,,,,,,,57.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,g,,,260.0,mg,,,,,,,,,,,0.02,mg,0.1,mg,6.5,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11016,Cá trích hộp,Đồ hộp,233.0,22.3,g,14.4,g,3.5,g,28.0,mcg,28.0,mcg,,,,,86.0,mg,2.3,mg,,,,,,,56.7,g,227.0,mg,845.0,mg,1013.0,mg,1539.0,mg,1539.0,mg,587.0,mg,217.0,mg,697.0,mg,656.0,mg,1204.0,mg,1141.0,mg,414.0,mg,1202.0,mg,1854.0,mg,2778.0,mg,1202.0,mg,1162.0,mg,1042.0,mg,,,,,,,,,,,,,,,,,,,3.1,g,,,437.0,mg,,,,,,,,,,,0.02,mg,0.12,mg,2.49,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11017,Thịt bò hộp,Đồ hộp,251.0,16.4,g,20.6,g,,,,,,,,,,,13.0,mg,2.9,mg,,,,,,,61.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,g,2.7,g,,,,,,,0.7,g,0.22,g,,,1.6,g,,,250.0,mg,,,,,,,,,,,,,0.23,mg,2.5,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11018,Thịt gà hộp,Đồ hộp,273.0,17.0,g,22.8,g,,,520.0,mcg,520.0,mcg,,,,,108.0,mg,2.8,mg,,,,,,,59.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,g,,,138.0,mg,,,,,,,,,,,0.09,mg,0.37,mg,2.41,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11019,Thịt lợn hộp,Đồ hộp,344.0,17.3,g,29.3,g,2.7,g,,,,,,,,,9.0,mg,1.2,mg,,,,,,,49.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,g,0.45,g,,,,,,,3.94,g,0.43,g,,,1.7,g,,,200.0,mg,,,,,,,,,,,0.19,mg,0.21,mg,3.2,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11020,"Thịt lợn, thịt bò xay hộp",Đồ hộp,244.0,16.0,g,20.0,g,,,8.0,mcg,8.0,mcg,,,0.8,mg,8.0,mg,2.1,mg,,,,,,,62.8,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,g,,,120.0,mg,,,,,,,,,,,0.26,mg,0.19,mg,5.5,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
